"var_names","var_labels","year","survey","type"
"cw19l015","In what field did you complete your highest level of education? - Social and behavioral studies (including organization studies, media, culture, sports and leisure studies, etc.)",2019,"Work & Schooling","categorical"
"cw08a016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2008,"Work & Schooling","categorical"
"cw09b016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2009,"Work & Schooling","categorical"
"cw10c016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2010,"Work & Schooling","categorical"
"cw11d016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2011,"Work & Schooling","categorical"
"cw12e016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2012,"Work & Schooling","categorical"
"cw13f016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2013,"Work & Schooling","categorical"
"cw14g016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2014,"Work & Schooling","categorical"
"cw15h016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2015,"Work & Schooling","categorical"
"cw16i016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2016,"Work & Schooling","categorical"
"cw17j016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2017,"Work & Schooling","categorical"
"cw18k016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2018,"Work & Schooling","categorical"
"cw19l016","In what field did you complete your highest level of education? - Economics, management, business administration, accountancy",2019,"Work & Schooling","categorical"
"cw08a017","In what field did you complete your highest level of education? - Law, public administration",2008,"Work & Schooling","categorical"
"cw09b017","In what field did you complete your highest level of education? - Law, public administration",2009,"Work & Schooling","categorical"
"cw10c017","In what field did you complete your highest level of education? - Law, public administration",2010,"Work & Schooling","categorical"
"cw11d017","In what field did you complete your highest level of education? - Law, public administration",2011,"Work & Schooling","categorical"
"cw12e017","In what field did you complete your highest level of education? - Law, public administration",2012,"Work & Schooling","categorical"
"cw13f017","In what field did you complete your highest level of education? - Law, public administration",2013,"Work & Schooling","categorical"
"cw14g017","In what field did you complete your highest level of education? - Law, public administration",2014,"Work & Schooling","categorical"
"cw15h017","In what field did you complete your highest level of education? - Law, public administration",2015,"Work & Schooling","categorical"
"cw16i017","In what field did you complete your highest level of education? - Law, public administration",2016,"Work & Schooling","categorical"
"cw17j017","In what field did you complete your highest level of education? - Law, public administration",2017,"Work & Schooling","categorical"
"cw18k017","In what field did you complete your highest level of education? - Law, public administration",2018,"Work & Schooling","categorical"
"cw19l017","In what field did you complete your highest level of education? - Law, public administration",2019,"Work & Schooling","categorical"
"cw08a018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2008,"Work & Schooling","categorical"
"cw09b018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2009,"Work & Schooling","categorical"
"cw10c018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2010,"Work & Schooling","categorical"
"cw11d018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2011,"Work & Schooling","categorical"
"cw12e018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2012,"Work & Schooling","categorical"
"cw13f018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2013,"Work & Schooling","categorical"
"cw14g018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2014,"Work & Schooling","categorical"
"cw15h018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2015,"Work & Schooling","categorical"
"cw16i018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2016,"Work & Schooling","categorical"
"cw17j018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2017,"Work & Schooling","categorical"
"cw18k018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2018,"Work & Schooling","categorical"
"cw19l018","In what field did you complete your highest level of education? - Mathematics, physics, IT",2019,"Work & Schooling","categorical"
"cw08a019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2008,"Work & Schooling","categorical"
"cw09b019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2009,"Work & Schooling","categorical"
"cw10c019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2010,"Work & Schooling","categorical"
"cw11d019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2011,"Work & Schooling","categorical"
"cw12e019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2012,"Work & Schooling","categorical"
"cw13f019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2013,"Work & Schooling","categorical"
"cw14g019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2014,"Work & Schooling","categorical"
"cw15h019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2015,"Work & Schooling","categorical"
"cw16i019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2016,"Work & Schooling","categorical"
"cw17j019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2017,"Work & Schooling","categorical"
"cw18k019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2018,"Work & Schooling","categorical"
"cw19l019","In what field did you complete your highest level of education? - Technology (including architecture, industry, crafts, construction, etc.)",2019,"Work & Schooling","categorical"
"cw08a020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2008,"Work & Schooling","categorical"
"cw09b020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2009,"Work & Schooling","categorical"
"cw10c020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2010,"Work & Schooling","categorical"
"cw11d020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2011,"Work & Schooling","categorical"
"cw12e020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2012,"Work & Schooling","categorical"
"cw13f020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2013,"Work & Schooling","categorical"
"cw14g020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2014,"Work & Schooling","categorical"
"cw15h020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2015,"Work & Schooling","categorical"
"cw16i020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2016,"Work & Schooling","categorical"
"cw17j020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2017,"Work & Schooling","categorical"
"cw18k020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2018,"Work & Schooling","categorical"
"cw19l020","In what field did you complete your highest level of education? - Agriculture, forestry, environment",2019,"Work & Schooling","categorical"
"cw08a021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2008,"Work & Schooling","categorical"
"cw09b021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2009,"Work & Schooling","categorical"
"cw10c021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2010,"Work & Schooling","categorical"
"cw11d021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2011,"Work & Schooling","categorical"
"cw12e021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2012,"Work & Schooling","categorical"
"cw13f021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2013,"Work & Schooling","categorical"
"cw14g021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2014,"Work & Schooling","categorical"
"cw15h021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2015,"Work & Schooling","categorical"
"cw16i021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2016,"Work & Schooling","categorical"
"cw17j021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2017,"Work & Schooling","categorical"
"cw18k021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2018,"Work & Schooling","categorical"
"cw19l021","In what field did you complete your highest level of education? - Medical, health services, nursing, etc.",2019,"Work & Schooling","categorical"
"cw08a022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2008,"Work & Schooling","categorical"
"cw09b022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2009,"Work & Schooling","categorical"
"cw10c022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2010,"Work & Schooling","categorical"
"cw11d022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2011,"Work & Schooling","categorical"
"cw12e022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2012,"Work & Schooling","categorical"
"cw13f022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2013,"Work & Schooling","categorical"
"cw14g022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2014,"Work & Schooling","categorical"
"cw15h022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2015,"Work & Schooling","categorical"
"cw16i022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2016,"Work & Schooling","categorical"
"cw17j022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2017,"Work & Schooling","categorical"
"cw18k022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2018,"Work & Schooling","categorical"
"cw19l022","In what field did you complete your highest level of education? - Personal care services (home economics, hair dressing school, etc.)",2019,"Work & Schooling","categorical"
"cw08a023","In what field did you complete your highest level of education? - Catering, recreation",2008,"Work & Schooling","categorical"
"cw09b023","In what field did you complete your highest level of education? - Catering, recreation",2009,"Work & Schooling","categorical"
"cw10c023","In what field did you complete your highest level of education? - Catering, recreation",2010,"Work & Schooling","categorical"
"cw11d023","In what field did you complete your highest level of education? - Catering, recreation",2011,"Work & Schooling","categorical"
"cw12e023","In what field did you complete your highest level of education? - Catering, recreation",2012,"Work & Schooling","categorical"
"cw13f023","In what field did you complete your highest level of education? - Catering, recreation",2013,"Work & Schooling","categorical"
"cw14g023","In what field did you complete your highest level of education? - Catering, recreation",2014,"Work & Schooling","categorical"
"cw15h023","In what field did you complete your highest level of education? - Catering, recreation",2015,"Work & Schooling","categorical"
"cw16i023","In what field did you complete your highest level of education? - Catering, recreation",2016,"Work & Schooling","categorical"
"cw17j023","In what field did you complete your highest level of education? - Catering, recreation",2017,"Work & Schooling","categorical"
"cw18k023","In what field did you complete your highest level of education? - Catering, recreation",2018,"Work & Schooling","categorical"
"cw19l023","In what field did you complete your highest level of education? - Catering, recreation",2019,"Work & Schooling","categorical"
"cw08a024","In what field did you complete your highest level of education? - Transport, logistics",2008,"Work & Schooling","categorical"
"cw09b024","In what field did you complete your highest level of education? - Transport, logistics",2009,"Work & Schooling","categorical"
"cw10c024","In what field did you complete your highest level of education? - Transport, logistics",2010,"Work & Schooling","categorical"
"cw11d024","In what field did you complete your highest level of education? - Transport, logistics",2011,"Work & Schooling","categorical"
"cw12e024","In what field did you complete your highest level of education? - Transport, logistics",2012,"Work & Schooling","categorical"
"cw13f024","In what field did you complete your highest level of education? - Transport, logistics",2013,"Work & Schooling","categorical"
"cw14g024","In what field did you complete your highest level of education? - Transport, logistics",2014,"Work & Schooling","categorical"
"cw15h024","In what field did you complete your highest level of education? - Transport, logistics",2015,"Work & Schooling","categorical"
"cw16i024","In what field did you complete your highest level of education? - Transport, logistics",2016,"Work & Schooling","categorical"
"cw17j024","In what field did you complete your highest level of education? - Transport, logistics",2017,"Work & Schooling","categorical"
"cw18k024","In what field did you complete your highest level of education? - Transport, logistics",2018,"Work & Schooling","categorical"
"cw19l024","In what field did you complete your highest level of education? - Transport, logistics",2019,"Work & Schooling","categorical"
"cw08a025","In what field did you complete your highest level of education? - Telecommunication",2008,"Work & Schooling","categorical"
"cw09b025","In what field did you complete your highest level of education? - Telecommunication",2009,"Work & Schooling","categorical"
"cw10c025","In what field did you complete your highest level of education? - Telecommunication",2010,"Work & Schooling","categorical"
"cw11d025","In what field did you complete your highest level of education? - Telecommunication",2011,"Work & Schooling","categorical"
"cw12e025","In what field did you complete your highest level of education? - Telecommunication",2012,"Work & Schooling","categorical"
"cw13f025","In what field did you complete your highest level of education? - Telecommunication",2013,"Work & Schooling","categorical"
"cw14g025","In what field did you complete your highest level of education? - Telecommunication",2014,"Work & Schooling","categorical"
"cw15h025","In what field did you complete your highest level of education? - Telecommunication",2015,"Work & Schooling","categorical"
"cw16i025","In what field did you complete your highest level of education? - Telecommunication",2016,"Work & Schooling","categorical"
"cw17j025","In what field did you complete your highest level of education? - Telecommunication",2017,"Work & Schooling","categorical"
"cw18k025","In what field did you complete your highest level of education? - Telecommunication",2018,"Work & Schooling","categorical"
"cw19l025","In what field did you complete your highest level of education? - Telecommunication",2019,"Work & Schooling","categorical"
"cw08a026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2008,"Work & Schooling","categorical"
"cw09b026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2009,"Work & Schooling","categorical"
"cw10c026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2010,"Work & Schooling","categorical"
"cw11d026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2011,"Work & Schooling","categorical"
"cw12e026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2012,"Work & Schooling","categorical"
"cw13f026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2013,"Work & Schooling","categorical"
"cw14g026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2014,"Work & Schooling","categorical"
"cw15h026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2015,"Work & Schooling","categorical"
"cw16i026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2016,"Work & Schooling","categorical"
"cw17j026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2017,"Work & Schooling","categorical"
"cw18k026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2018,"Work & Schooling","categorical"
"cw19l026","In what field did you complete your highest level of education? - Public order and safety (police, army, fire brigade, etc.)",2019,"Work & Schooling","categorical"
"cw08a027","In what field did you complete your highest level of education? - Other area",2008,"Work & Schooling","categorical"
"cw09b027","In what field did you complete your highest level of education? - Other area",2009,"Work & Schooling","categorical"
"cw10c027","In what field did you complete your highest level of education? - Other area",2010,"Work & Schooling","categorical"
"cw11d027","In what field did you complete your highest level of education? - Other area",2011,"Work & Schooling","categorical"
"cw12e027","In what field did you complete your highest level of education? - Other area",2012,"Work & Schooling","categorical"
"cw13f027","In what field did you complete your highest level of education? - Other area",2013,"Work & Schooling","categorical"
"cw14g027","In what field did you complete your highest level of education? - Other area",2014,"Work & Schooling","categorical"
"cw15h027","In what field did you complete your highest level of education? - Other area",2015,"Work & Schooling","categorical"
"cw16i027","In what field did you complete your highest level of education? - Other area",2016,"Work & Schooling","categorical"
"cw17j027","In what field did you complete your highest level of education? - Other area",2017,"Work & Schooling","categorical"
"cw18k027","In what field did you complete your highest level of education? - Other area",2018,"Work & Schooling","categorical"
"cw19l027","In what field did you complete your highest level of education? - Other area",2019,"Work & Schooling","categorical"
"cw08a028","In what field did you complete your highest level of education? - I don't know",2008,"Work & Schooling","categorical"
"cw09b028","In what field did you complete your highest level of education? - I don't know",2009,"Work & Schooling","categorical"
"cw10c028","In what field did you complete your highest level of education? - I don't know",2010,"Work & Schooling","categorical"
"cw11d028","In what field did you complete your highest level of education? - I don't know",2011,"Work & Schooling","categorical"
"cw12e028","In what field did you complete your highest level of education? - I don't know",2012,"Work & Schooling","categorical"
"cw13f028","In what field did you complete your highest level of education? - I don't know",2013,"Work & Schooling","categorical"
"cw14g028","In what field did you complete your highest level of education? - I don't know",2014,"Work & Schooling","categorical"
"cw15h028","In what field did you complete your highest level of education? - I don't know",2015,"Work & Schooling","categorical"
"cw16i028","In what field did you complete your highest level of education? - I don't know",2016,"Work & Schooling","categorical"
"cw17j028","In what field did you complete your highest level of education? - I don't know",2017,"Work & Schooling","categorical"
"cw18k028","In what field did you complete your highest level of education? - I don't know",2018,"Work & Schooling","categorical"
"cw19l028","In what field did you complete your highest level of education? - I don't know",2019,"Work & Schooling","categorical"
"cw08a029","What other area do you mean?",2008,"Work & Schooling","categorical"
"cw09b029","What other area do you mean?",2009,"Work & Schooling","interval"
"cw10c029","What other area do you mean?",2010,"Work & Schooling","interval"
"cw11d029","What other area do you mean?",2011,"Work & Schooling","interval"
"cw12e029","What other area do you mean?",2012,"Work & Schooling","interval"
"cw13f029","What other area do you mean?",2013,"Work & Schooling","interval"
"cw14g029","What other area do you mean?",2014,"Work & Schooling","interval"
"cw15h029","What other area do you mean?",2015,"Work & Schooling","interval"
"cw16i029","What other area do you mean?",2016,"Work & Schooling","interval"
"cw17j029","What other area do you mean?",2017,"Work & Schooling","interval"
"cw18k029","What other area do you mean?",2018,"Work & Schooling","interval"
"cw19l029","What other area do you mean?",2019,"Work & Schooling","interval"
"cw08a030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2008,"Work & Schooling","categorical"
"cw09b030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2009,"Work & Schooling","categorical"
"cw10c030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2010,"Work & Schooling","categorical"
"cw11d030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2011,"Work & Schooling","categorical"
"cw12e030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2012,"Work & Schooling","categorical"
"cw13f030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2013,"Work & Schooling","categorical"
"cw14g030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2014,"Work & Schooling","categorical"
"cw15h030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2015,"Work & Schooling","categorical"
"cw16i030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2016,"Work & Schooling","categorical"
"cw17j030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2017,"Work & Schooling","categorical"
"cw18k030","Please indicate on a scale from 0 to 10 how your highest level of education suits the work that you now perform.",2018,"Work & Schooling","categorical"
"cw08a031","Which of these statements best describes your situation? My education …",2008,"Work & Schooling","categorical"
"cw09b031","Which of these statements best describes your situation? My education …",2009,"Work & Schooling","categorical"
"cw10c031","Which of these statements best describes your situation? My education …",2010,"Work & Schooling","categorical"
"cw11d031","Which of these statements best describes your situation? My education …",2011,"Work & Schooling","categorical"
"cw12e031","Which of these statements best describes your situation? My education …",2012,"Work & Schooling","categorical"
"cw13f031","Which of these statements best describes your situation? My education …",2013,"Work & Schooling","categorical"
"cw14g031","Which of these statements best describes your situation? My education …",2014,"Work & Schooling","categorical"
"cw15h031","Which of these statements best describes your situation? My education …",2015,"Work & Schooling","categorical"
"cw16i031","Which of these statements best describes your situation? My education …",2016,"Work & Schooling","categorical"
"cw17j031","Which of these statements best describes your situation? My education …",2017,"Work & Schooling","categorical"
"cw18k031","Which of these statements best describes your situation? My education …",2018,"Work & Schooling","categorical"
"cw19l031","Which of these statements best describes your situation? My education …",2019,"Work & Schooling","categorical"
"cw08a032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2008,"Work & Schooling","categorical"
"cw09b032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2009,"Work & Schooling","categorical"
"cw10c032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2010,"Work & Schooling","categorical"
"cw11d032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2011,"Work & Schooling","categorical"
"cw12e032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2012,"Work & Schooling","categorical"
"cw13f032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2013,"Work & Schooling","categorical"
"cw14g032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2014,"Work & Schooling","categorical"
"cw15h032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2015,"Work & Schooling","categorical"
"cw16i032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2016,"Work & Schooling","categorical"
"cw17j032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2017,"Work & Schooling","categorical"
"cw18k032","Please indicate on a scale from 0 to 10 how your knowledge and skills suit the work you do.",2018,"Work & Schooling","categorical"
"cw08a033","Which of the statements below best describes your situation? My knowledge and skills…",2008,"Work & Schooling","categorical"
"cw09b033","Which of the statements below best describes your situation? My knowledge and skills…",2009,"Work & Schooling","categorical"
"cw10c033","Which of the statements below best describes your situation? My knowledge and skills…",2010,"Work & Schooling","categorical"
"cw11d033","Which of the statements below best describes your situation? My knowledge and skills…",2011,"Work & Schooling","categorical"
"cw12e033","Which of the statements below best describes your situation? My knowledge and skills…",2012,"Work & Schooling","categorical"
"cw13f033","Which of the statements below best describes your situation? My knowledge and skills…",2013,"Work & Schooling","categorical"
"cw14g033","Which of the statements below best describes your situation? My knowledge and skills…",2014,"Work & Schooling","categorical"
"cw15h033","Which of the statements below best describes your situation? My knowledge and skills…",2015,"Work & Schooling","categorical"
"cw16i033","Which of the statements below best describes your situation? My knowledge and skills…",2016,"Work & Schooling","categorical"
"cw17j033","Which of the statements below best describes your situation? My knowledge and skills…",2017,"Work & Schooling","categorical"
"cw18k033","Which of the statements below best describes your situation? My knowledge and skills…",2018,"Work & Schooling","categorical"
"cw19l033","Which of the statements below best describes your situation? My knowledge and skills…",2019,"Work & Schooling","categorical"
"cw08a034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2008,"Work & Schooling","categorical"
"cw09b034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2009,"Work & Schooling","categorical"
"cw10c034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2010,"Work & Schooling","categorical"
"cw11d034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2011,"Work & Schooling","categorical"
"cw12e034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2012,"Work & Schooling","categorical"
"cw13f034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2013,"Work & Schooling","categorical"
"cw14g034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2014,"Work & Schooling","categorical"
"cw15h034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2015,"Work & Schooling","categorical"
"cw16i034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2016,"Work & Schooling","categorical"
"cw17j034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2017,"Work & Schooling","categorical"
"cw18k034","Can you indicate on a scale from 0 to 10 whether your knowledge and skills create any problems in fulfilling your position?",2018,"Work & Schooling","categorical"
"cw08a035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2008,"Work & Schooling","categorical"
"cw09b035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2009,"Work & Schooling","categorical"
"cw10c035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2010,"Work & Schooling","categorical"
"cw11d035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2011,"Work & Schooling","categorical"
"cw12e035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2012,"Work & Schooling","categorical"
"cw13f035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2013,"Work & Schooling","categorical"
"cw14g035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2014,"Work & Schooling","categorical"
"cw15h035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2015,"Work & Schooling","categorical"
"cw16i035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2016,"Work & Schooling","categorical"
"cw17j035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2017,"Work & Schooling","categorical"
"cw18k035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2018,"Work & Schooling","categorical"
"cw19l035","Have you, in the past 12 months, followed any educational programs or courses or are you presently following one or more educational programs or courses?",2019,"Work & Schooling","categorical"
"cw08a036","How many of such programs or courses are you following or have you followed over the past 12 months?",2008,"Work & Schooling","categorical"
"cw09b036","How many of such programs or courses are you following or have you followed over the past 12 months?",2009,"Work & Schooling","categorical"
"cw10c036","How many of such programs or courses are you following or have you followed over the past 12 months?",2010,"Work & Schooling","categorical"
"cw11d036","How many of such programs or courses are you following or have you followed over the past 12 months?",2011,"Work & Schooling","categorical"
"cw12e036","How many of such programs or courses are you following or have you followed over the past 12 months?",2012,"Work & Schooling","categorical"
"cw13f036","How many of such programs or courses are you following or have you followed over the past 12 months?",2013,"Work & Schooling","categorical"
"cw14g036","How many of such programs or courses are you following or have you followed over the past 12 months?",2014,"Work & Schooling","categorical"
"cw15h036","How many of such programs or courses are you following or have you followed over the past 12 months?",2015,"Work & Schooling","categorical"
"cw16i036","How many of such programs or courses are you following or have you followed over the past 12 months?",2016,"Work & Schooling","categorical"
"cw17j036","How many of such programs or courses are you following or have you followed over the past 12 months?",2017,"Work & Schooling","categorical"
"cw18k036","How many of such programs or courses are you following or have you followed over the past 12 months?",2018,"Work & Schooling","categorical"
"cw08a037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2008,"Work & Schooling","interval"
"cw09b037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2009,"Work & Schooling","interval"
"cw10c037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2010,"Work & Schooling","interval"
"cw11d037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2011,"Work & Schooling","interval"
"cw12e037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2012,"Work & Schooling","interval"
"cw13f037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2013,"Work & Schooling","interval"
"cw14g037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2014,"Work & Schooling","interval"
"cw15h037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2015,"Work & Schooling","interval"
"cw16i037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2016,"Work & Schooling","interval"
"cw17j037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2017,"Work & Schooling","interval"
"cw18k037","Can you provide an indication of the type, the discipline and, if applicable, the level of this education?",2018,"Work & Schooling","interval"
"cw08a038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2008,"Work & Schooling","categorical"
"cw09b038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2009,"Work & Schooling","categorical"
"cw10c038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2010,"Work & Schooling","categorical"
"cw11d038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2011,"Work & Schooling","categorical"
"cw12e038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2012,"Work & Schooling","categorical"
"cw13f038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2013,"Work & Schooling","categorical"
"cw14g038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2014,"Work & Schooling","categorical"
"cw15h038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2015,"Work & Schooling","categorical"
