"","last3letters","n_waves","which_waves","var_names","n_unique_labels","unique_labels","value_labels"
"2801","195","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a195, cw09b195, cw10c195, cw11d195, cw12e195, cw13f195, cw14g195, cw15h195, cw16i195, cw17j195, cw18k195, cw19l195","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Schoonmaak en Glazenwassersbedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Schoonmaak en Glazenwassersbedrijf","c(`I don't know` = -9, No = 0, Yes = 1)"
"2802","196","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a196, cw09b196, cw10c196, cw11d196, cw12e196, cw13f196, cw14g196, cw15h196, cw16i196, cw17j196, cw18k196, cw19l196","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Bedrijfstakpensioenfonds voor langdurige uitzendkrachten (Stiplu) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  STipp (temp-staffers, posted workers, payrollers) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - STipp (temp-staffers, posted workers, payrollers) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - STipp (temp-staffers, posted workers, payrollers) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - STipp (temp-staffers, posted workers, payrollers)","c(`I don't know` = -9, No = 0, Yes = 1)"
"2803","197","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a197, cw09b197, cw10c197, cw11d197, cw12e197, cw13f197, cw14g197, cw15h197, cw16i197, cw17j197, cw18k197, cw19l197","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Beroepsvervoer over de Weg // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Pensioenfonds Vervoer // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Pensioenfonds Vervoer // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Pensioenfonds Vervoer // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Pensioenfonds Vervoer","c(`I don't know` = -9, No = 0, Yes = 1)"
"2804","198","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a198, cw09b198, cw10c198, cw11d198, cw12e198, cw13f198, cw14g198, cw15h198, cw16i198, cw17j198, cw18k198, cw19l198","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Horecabedrijf // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Horeca & catering // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Horeca & catering // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Horeca & catering // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Horeca & catering","c(`I don't know` = -9, No = 0, Yes = 1)"
"2805","199","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a199, cw09b199, cw10c199, cw11d199, cw12e199, cw13f199, cw14g199, cw15h199, cw16i199, cw17j199, cw18k199, cw19l199","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Metalektro (PME) // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Metalektro (PME)","c(`I don't know` = -9, No = 0, Yes = 1)"
"2806","200","8","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015","cw08a200, cw09b200, cw10c200, cw11d200, cw12e200, cw13f200, cw14g200, cw15h200","8","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Beroepsgoederenvervoer over de Weg en de Verhuur van Mobiele Kranen","c(no = 0, yes = 1)"
"2807","201","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a201, cw09b201, cw10c201, cw11d201, cw12e201, cw13f201, cw14g201, cw15h201, cw16i201, cw17j201, cw18k201, cw19l201","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Werk en Reintegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Werk en ReÃ¯ntegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Werk en ReÃ¯ntegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Werk en ReÃ¯ntegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Werk en ReÃ¯ntegratie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Werk en ReÃ¯ntegratie","c(`I don't know` = -9, No = 0, Yes = 1)"
"2808","202","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a202, cw09b202, cw10c202, cw11d202, cw12e202, cw13f202, cw14g202, cw15h202, cw16i202, cw17j202, cw18k202, cw19l202","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Landbouw // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Landbouw","c(`I don't know` = -9, No = 0, Yes = 1)"
"2809","203","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a203, cw09b203, cw10c203, cw11d203, cw12e203, cw13f203, cw14g203, cw15h203, cw16i203, cw17j203, cw18k203, cw19l203","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Levensmiddelen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Levensmiddelen","c(`I don't know` = -9, No = 0, Yes = 1)"
"2810","204","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a204, cw09b204, cw10c204, cw11d204, cw12e204, cw13f204, cw14g204, cw15h204, cw16i204, cw17j204, cw18k204, cw19l204","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Flexsecurity // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Flexsecurity","c(`I don't know` = -9, No = 0, Yes = 1)"
"2811","205","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a205, cw09b205, cw10c205, cw11d205, cw12e205, cw13f205, cw14g205, cw15h205, cw16i205, cw17j205, cw18k205, cw19l205","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Rabobankorganisatie // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Rabobank // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Rabobank // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Rabobank // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Rabobank","c(`I don't know` = -9, No = 0, Yes = 1)"
"2812","206","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a206, cw09b206, cw10c206, cw11d206, cw12e206, cw13f206, cw14g206, cw15h206, cw16i206, cw17j206, cw18k206, cw19l206","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  TNT Postbezorgers // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  PostNL // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - PostNL // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - PostNL // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - PostNL","c(`I don't know` = -9, No = 0, Yes = 1)"
"2813","207","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a207, cw09b207, cw10c207, cw11d207, cw12e207, cw13f207, cw14g207, cw15h207, cw16i207, cw17j207, cw18k207, cw19l207","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Grafische bedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Grafische bedrijven","c(`I don't know` = -9, No = 0, Yes = 1)"
"2814","208","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a208, cw09b208, cw10c208, cw11d208, cw12e208, cw13f208, cw14g208, cw15h208, cw16i208, cw17j208, cw18k208, cw19l208","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Schilders- Afwerkings- en Glaszetbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Schilders- Afwerkings- en Glaszetbedrijven","c(`I don't know` = -9, No = 0, Yes = 1)"
"2815","209","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a209, cw09b209, cw10c209, cw11d209, cw12e209, cw13f209, cw14g209, cw15h209, cw16i209, cw17j209, cw18k209, cw19l209","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Wonen // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - Wonen","c(`I don't know` = -9, No = 0, Yes = 1)"
"2816","210","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cw08a210, cw09b210, cw10c210, cw11d210, cw12e210, cw13f210, cw14g210, cw15h210, cw16i210, cw17j210, cw18k210, cw19l210","12","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - ING // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2018 or 2019? - ING","c(`I don't know` = -9, No = 0, Yes = 1)"
"2817","211","11","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","cw08a211, cw09b211, cw10c211, cw11d211, cw12e211, cw13f211, cw14g211, cw15h211, cw16i211, cw17j211, cw18k211","11","Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2007 or 2008? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2008? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2009? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2010 or 2011? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2011 or 2012? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2012 or 2013? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2013 or 2014? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2014? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2014 or 2015? -  Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2016 or 2017? - Bakkersbedrijven // Can you indicate the name of the pension funds or pension insurers from which you did not receive an overview in 2017 or 2018? - Bakkersbedrijven","c(no = 0, yes = 1)"
